,Blinkroot Seed,Daybloom Seed,Deathweed Seed,Fireblossom Seed,Moonglow Seed,Shiverthorn Seed,Waterleaf Seed
Herb_Bag_11503,9,22,19,56,12,18,11
Herb_Bag_11504,26,21,12,27,10,26,12
Herb_Bag_11505,19,32,23,31,9,16,5
Herb_Bag_11506,20,27,16,6,12,29,11
Herb_Bag_11507,25,25,15,29,6,16,10
Herb_Bag_11508,20,48,23,0,12,16,19
Herb_Bag_11509,21,11,32,33,5,21,22
Herb_Bag_11510,30,20,19,15,10,27,14
Herb_Bag_11511,24,22,19,6,11,18,4
Herb_Bag_11512,21,25,12,15,6,17,16
Herb_Bag_11513,14,21,19,28,7,23,19
Herb_Bag_11514,17,19,26,4,4,27,18
Herb_Bag_11515,13,33,15,24,0,22,15
Herb_Bag_11516,24,11,14,10,9,17,16
Herb_Bag_11517,20,11,20,27,4,13,10
Herb_Bag_11518,11,30,23,45,8,17,9
Herb_Bag_11519,25,21,21,19,8,17,13
Herb_Bag_11520,15,23,14,16,11,7,17
Herb_Bag_11521,16,22,22,15,2,19,7
Herb_Bag_11522,26,31,27,18,6,21,28
Herb_Bag_11523,28,25,22,33,11,19,11
Herb_Bag_11524,20,43,19,34,11,29,17
Herb_Bag_11525,19,21,20,30,8,33,11
Herb_Bag_11526,32,20,25,26,12,25,17
Herb_Bag_11527,18,13,6,23,15,17,13
Herb_Bag_11528,13,26,16,31,12,14,15
Herb_Bag_11529,7,26,15,33,3,18,14
Herb_Bag_11530,30,0,25,34,8,23,16
Herb_Bag_11531,14,19,35,16,7,12,25
Herb_Bag_11532,12,0,23,38,4,22,14
Herb_Bag_11533,27,16,15,22,16,39,12
Herb_Bag_11534,10,29,23,15,10,19,19
Herb_Bag_11535,27,35,10,0,7,10,15
Herb_Bag_11536,24,25,28,56,21,26,23
Herb_Bag_11537,30,43,18,18,5,26,6
Herb_Bag_11538,17,25,27,8,19,25,17
Herb_Bag_11539,15,37,17,31,9,8,15
Herb_Bag_11540,24,35,25,28,10,25,15
Herb_Bag_11541,7,28,20,20,10,21,10
Herb_Bag_11542,20,8,20,4,18,11,6
Herb_Bag_11543,25,33,12,6,12,32,17
Herb_Bag_11544,24,22,26,40,8,18,18
Herb_Bag_11545,12,21,23,15,18,13,6
Herb_Bag_11546,21,11,12,55,7,27,23
Herb_Bag_11547,22,26,23,0,11,11,21
Herb_Bag_11548,20,15,30,9,3,27,18
Herb_Bag_11549,15,35,22,21,3,29,15
Herb_Bag_11550,16,18,18,20,8,26,15
Herb_Bag_11551,22,29,24,18,4,34,10
Herb_Bag_11552,15,5,20,5,13,18,10
Herb_Bag_11553,14,10,22,9,12,24,29
Herb_Bag_11554,35,19,20,14,11,32,22
Herb_Bag_11555,21,38,15,20,4,3,15
Herb_Bag_11556,33,24,28,29,6,31,10
Herb_Bag_11557,20,24,20,13,13,10,13
Herb_Bag_11558,24,17,21,12,0,7,7
Herb_Bag_11559,18,35,12,41,10,20,17
Herb_Bag_11560,29,33,21,0,2,22,17
Herb_Bag_11561,22,7,17,42,15,19,16
Herb_Bag_11562,32,32,19,29,12,24,13
Herb_Bag_11563,17,15,14,24,8,30,12
Herb_Bag_11564,15,29,18,18,5,23,15
Herb_Bag_11565,18,10,20,47,9,10,29
Herb_Bag_11566,17,23,16,29,13,28,17
Herb_Bag_11567,20,20,8,17,8,28,9
Herb_Bag_11568,17,17,20,15,14,22,14
Herb_Bag_11569,16,30,33,25,8,26,10
Herb_Bag_11570,16,28,13,64,6,18,21
Herb_Bag_11571,22,25,27,7,11,30,18
Herb_Bag_11572,24,31,14,9,13,20,16
Herb_Bag_11573,19,21,18,19,11,18,17
Herb_Bag_11574,23,33,21,6,15,23,21
Herb_Bag_11575,24,20,15,11,4,10,12
Herb_Bag_11576,16,10,22,6,12,13,9
Herb_Bag_11577,32,32,21,40,13,15,11
Herb_Bag_11578,25,30,16,13,9,17,5
Herb_Bag_11579,13,37,23,37,8,13,24
Herb_Bag_11580,34,39,15,11,17,7,12
Herb_Bag_11581,21,7,12,28,12,18,18
Herb_Bag_11582,16,18,25,20,11,15,9
Herb_Bag_11583,21,35,14,14,17,19,14
Herb_Bag_11584,20,20,9,42,11,17,6
Herb_Bag_11585,30,24,35,16,5,17,18
Herb_Bag_11586,26,13,21,42,17,3,24
Herb_Bag_11587,32,14,27,60,7,20,15
Herb_Bag_11588,21,34,19,23,13,14,11
Herb_Bag_11589,26,16,15,29,8,28,25
Herb_Bag_11590,35,23,24,11,14,10,19
Herb_Bag_11591,18,29,19,28,5,8,15
Herb_Bag_11592,21,20,24,18,11,17,13
Herb_Bag_11593,11,19,24,24,9,28,16
Herb_Bag_11594,25,22,13,1,13,20,11
Herb_Bag_11595,21,38,18,6,9,22,24
Herb_Bag_11596,20,16,28,34,12,21,16
Herb_Bag_11597,10,34,22,22,15,17,25
Herb_Bag_11598,10,17,25,7,6,22,0
Herb_Bag_11599,22,27,20,22,21,15,3
Herb_Bag_11600,20,27,28,21,15,19,16
Herb_Bag_11601,25,24,18,7,11,26,0
Herb_Bag_11602,13,36,23,30,10,13,7
Herb_Bag_11603,16,17,17,16,9,19,15
Herb_Bag_11604,15,20,19,22,15,25,8
Herb_Bag_11605,18,30,23,21,13,17,19
Herb_Bag_11606,28,22,21,30,11,23,34
Herb_Bag_11607,14,20,18,17,3,18,9
Herb_Bag_11608,14,13,17,24,9,16,17
Herb_Bag_11609,14,29,29,2,7,18,13
Herb_Bag_11610,13,28,31,15,1,19,10
Herb_Bag_11611,25,35,30,23,11,13,15
Herb_Bag_11612,17,23,17,36,16,18,18
Herb_Bag_11613,11,31,18,8,16,19,13
Herb_Bag_11614,21,20,25,23,10,9,12
Herb_Bag_11615,24,16,13,38,13,15,24
Herb_Bag_11616,9,21,19,35,10,16,10
Herb_Bag_11617,23,35,21,0,15,21,15
Herb_Bag_11618,25,26,26,1,9,11,13
Herb_Bag_11619,13,17,23,27,6,0,8
Herb_Bag_11620,19,19,18,22,22,15,19
Herb_Bag_11621,11,31,14,32,13,5,14
Herb_Bag_11622,19,31,18,17,13,13,19
Herb_Bag_11623,31,21,23,11,12,20,25
Herb_Bag_11624,13,14,20,30,9,17,16
Herb_Bag_11625,22,36,16,20,7,15,20
Herb_Bag_11626,34,12,21,16,22,29,0
Herb_Bag_11627,21,19,13,10,12,19,27
Herb_Bag_11628,3,5,27,14,8,13,17
Herb_Bag_11629,26,30,8,24,6,18,20
Herb_Bag_11630,17,22,25,18,4,18,21
Herb_Bag_11631,25,47,13,0,11,13,19
Herb_Bag_11632,15,24,20,2,3,8,13
Herb_Bag_11633,26,20,18,2,17,13,12
Herb_Bag_11634,22,32,23,23,12,21,23
Herb_Bag_11635,18,4,25,9,10,22,19
Herb_Bag_11636,16,12,22,11,0,24,10
Herb_Bag_11637,6,0,20,22,9,6,6
Herb_Bag_11638,16,34,18,30,18,21,11
Herb_Bag_11639,16,32,11,1,12,12,15
Herb_Bag_11640,20,22,23,25,6,19,14
Herb_Bag_11641,13,9,21,0,15,29,21
Herb_Bag_11642,17,25,25,27,13,29,3
Herb_Bag_11643,10,23,21,36,0,15,22
Herb_Bag_11644,22,20,19,11,12,17,20
Herb_Bag_11645,18,22,12,24,11,20,15
Herb_Bag_11646,21,0,22,19,12,16,11
Herb_Bag_11647,6,25,12,7,7,14,14
Herb_Bag_11648,16,16,20,24,14,28,21
Herb_Bag_11649,17,33,22,33,3,20,0
Herb_Bag_11650,27,11,27,28,8,13,6
Herb_Bag_11651,22,11,18,20,11,15,16
Herb_Bag_11652,20,24,15,0,8,17,31
Herb_Bag_11653,18,26,20,23,5,8,19
Herb_Bag_11654,29,28,25,27,18,29,23
Herb_Bag_11655,18,21,23,0,5,30,14
Herb_Bag_11656,20,29,27,27,11,19,21
Herb_Bag_11657,13,18,20,20,24,7,13
Herb_Bag_11658,13,22,21,11,7,27,11
Herb_Bag_11659,23,17,14,15,10,29,11
Herb_Bag_11660,36,23,27,16,19,18,18
Herb_Bag_11661,21,22,31,46,6,22,10
Herb_Bag_11662,29,26,15,21,4,26,9
Herb_Bag_11663,12,25,18,45,3,18,13
Herb_Bag_11664,31,28,28,10,9,10,13
Herb_Bag_11665,26,25,15,22,7,29,14
Herb_Bag_11666,14,29,13,44,11,15,13
Herb_Bag_11667,13,4,26,38,23,20,10
Herb_Bag_11668,16,33,20,39,8,32,13
Herb_Bag_11669,12,29,18,21,4,15,10
Herb_Bag_11670,23,35,11,11,14,22,6
Herb_Bag_11671,22,12,30,31,15,31,15
Herb_Bag_11672,32,25,13,13,13,8,15
Herb_Bag_11673,29,25,26,14,15,15,15
Herb_Bag_11674,21,29,11,29,6,23,9
Herb_Bag_11675,15,25,18,12,20,11,9
Herb_Bag_11676,29,30,26,23,5,14,2
Herb_Bag_11677,17,37,27,50,0,30,14
Herb_Bag_11678,27,36,25,13,5,22,16
Herb_Bag_11679,33,15,19,13,0,19,15
Herb_Bag_11680,26,15,21,0,10,15,14
Herb_Bag_11681,18,25,20,19,13,13,4
Herb_Bag_11682,19,17,32,26,3,32,12
Herb_Bag_11683,22,0,26,21,11,17,22
Herb_Bag_11684,14,28,21,24,8,16,22
Herb_Bag_11685,27,18,11,22,19,13,19
Herb_Bag_11686,21,14,27,25,6,15,16
Herb_Bag_11687,24,30,15,26,12,19,8
Herb_Bag_11688,11,17,20,37,9,18,19
Herb_Bag_11689,26,25,20,20,16,33,14
Herb_Bag_11690,14,8,15,34,4,14,22
Herb_Bag_11691,26,20,15,27,16,25,11
Herb_Bag_11692,24,16,21,22,9,12,17
Herb_Bag_11693,16,36,13,24,10,27,19
Herb_Bag_11694,15,8,29,21,7,23,19
Herb_Bag_11695,14,30,16,18,15,25,23
Herb_Bag_11696,23,21,21,20,9,14,19
Herb_Bag_11697,24,19,27,19,7,24,17
Herb_Bag_11698,20,30,15,25,13,22,18
Herb_Bag_11699,22,18,20,0,13,12,0
Herb_Bag_11700,15,34,18,10,15,23,21
Herb_Bag_11701,16,39,23,20,12,13,15
Herb_Bag_11702,23,22,16,14,10,27,16
Herb_Bag_11703,26,23,22,23,6,34,14
Herb_Bag_11704,21,21,25,23,14,26,17
Herb_Bag_11705,22,18,27,5,5,16,11
Herb_Bag_11706,14,9,17,28,14,18,17
Herb_Bag_11707,8,16,17,11,11,26,2
Herb_Bag_11708,19,19,25,19,6,8,15
Herb_Bag_11709,20,9,16,50,4,24,4
Herb_Bag_11710,21,21,25,24,13,12,14
Herb_Bag_11711,14,7,19,29,10,25,13
Herb_Bag_11712,18,13,14,45,11,24,8
Herb_Bag_11713,16,16,26,31,10,14,15
Herb_Bag_11714,22,18,11,25,8,11,12
Herb_Bag_11715,19,5,14,31,10,19,17
Herb_Bag_11716,28,38,22,21,14,12,14
Herb_Bag_11717,21,5,16,20,17,16,17
Herb_Bag_11718,16,37,18,28,9,32,14
Herb_Bag_11719,16,5,15,14,16,22,13
Herb_Bag_11720,17,25,28,23,8,24,13
Herb_Bag_11721,16,22,25,9,8,18,6
Herb_Bag_11722,16,25,20,0,12,21,11
Herb_Bag_11723,25,27,11,19,13,27,2
Herb_Bag_11724,13,20,18,6,12,12,11
Herb_Bag_11725,25,26,20,32,12,17,9
Herb_Bag_11726,14,23,9,19,7,31,18
Herb_Bag_11727,19,18,22,18,12,15,8
Herb_Bag_11728,22,26,18,42,5,36,17
Herb_Bag_11729,19,17,12,29,7,10,23
Herb_Bag_11730,22,26,18,43,1,17,16
Herb_Bag_11731,20,12,9,14,15,25,16
Herb_Bag_11732,8,16,6,6,11,27,6
Herb_Bag_11733,29,29,31,0,16,6,17
Herb_Bag_11734,22,22,11,35,8,10,20
Herb_Bag_11735,26,20,14,19,15,19,0
Herb_Bag_11736,18,9,14,30,17,17,15
Herb_Bag_11737,34,32,27,31,5,18,23
Herb_Bag_11738,10,14,24,30,3,26,6
Herb_Bag_11739,16,6,16,35,17,17,11
Herb_Bag_11740,24,9,19,33,10,33,26
Herb_Bag_11741,12,20,20,22,13,31,8
Herb_Bag_11742,11,45,15,26,5,21,15
Herb_Bag_11743,9,13,21,13,4,30,23
Herb_Bag_11744,18,12,21,17,12,9,0
Herb_Bag_11745,17,33,20,26,9,39,6
Herb_Bag_11746,6,31,28,30,11,16,22
Herb_Bag_11747,17,16,24,18,9,17,4
Herb_Bag_11748,21,18,14,27,10,19,26
Herb_Bag_11749,20,15,25,39,5,9,13
Herb_Bag_11750,24,14,14,2,6,18,9
Herb_Bag_11751,18,22,24,28,14,14,16
Herb_Bag_11752,17,19,18,21,10,29,0
Herb_Bag_11753,14,33,7,51,3,39,19
Herb_Bag_11754,16,40,23,36,12,21,22
Herb_Bag_11755,21,13,19,23,17,21,5
Herb_Bag_11756,13,38,25,26,15,25,16
Herb_Bag_11757,26,26,22,30,18,27,21
Herb_Bag_11758,37,23,19,27,3,24,1
Herb_Bag_11759,21,6,28,39,16,15,14
Herb_Bag_11760,25,27,13,44,7,20,10
Herb_Bag_11761,22,31,20,26,10,8,18
Herb_Bag_11762,25,10,13,11,0,16,27
Herb_Bag_11763,13,12,19,16,9,22,7
Herb_Bag_11764,19,27,25,24,13,17,13
Herb_Bag_11765,30,22,29,21,12,3,9
Herb_Bag_11766,12,36,20,38,10,21,20
Herb_Bag_11767,17,43,26,0,12,24,15
Herb_Bag_11768,19,27,28,46,15,14,18
Herb_Bag_11769,15,28,14,15,17,20,7
Herb_Bag_11770,19,29,24,9,12,22,14
Herb_Bag_11771,18,15,21,1,7,21,7
Herb_Bag_11772,15,19,17,39,15,14,27
Herb_Bag_11773,11,26,18,13,10,12,18
Herb_Bag_11774,22,8,25,18,13,16,18
Herb_Bag_11775,24,7,31,10,10,23,20
Herb_Bag_11776,24,4,18,30,18,23,15
Herb_Bag_11777,25,17,12,35,10,12,11
Herb_Bag_11778,19,6,25,11,10,24,12
Herb_Bag_11779,9,28,20,19,8,23,15
Herb_Bag_11780,15,32,13,40,17,26,26
Herb_Bag_11781,5,33,17,23,11,26,16
Herb_Bag_11782,14,13,23,26,23,19,22
Herb_Bag_11783,14,17,28,21,9,12,19
Herb_Bag_11784,22,42,29,30,15,34,14
Herb_Bag_11785,19,25,29,6,16,15,12
Herb_Bag_11786,17,12,15,24,13,12,10
Herb_Bag_11787,20,24,3,28,8,26,20
Herb_Bag_11788,22,16,20,34,1,22,22
Herb_Bag_11789,36,29,15,25,8,30,11
Herb_Bag_11790,19,29,22,31,9,10,13
Herb_Bag_11791,19,19,24,27,13,21,0
Herb_Bag_11792,14,23,23,3,6,17,9
Herb_Bag_11793,28,21,20,26,10,21,15
Herb_Bag_11794,17,28,16,15,8,12,11
Herb_Bag_11795,17,24,25,31,14,20,19
Herb_Bag_11796,21,20,15,22,15,25,12
Herb_Bag_11797,12,29,14,15,12,27,11
Herb_Bag_11798,16,16,15,5,8,23,12
Herb_Bag_11799,17,17,32,45,13,16,10
Herb_Bag_11800,25,44,20,17,22,20,22
Herb_Bag_11801,22,27,29,26,9,27,15
Herb_Bag_11802,11,21,26,13,1,25,13
Herb_Bag_11803,19,13,17,18,9,20,7
Herb_Bag_11804,36,38,23,23,12,16,9
Herb_Bag_11805,24,10,22,26,2,23,11
Herb_Bag_11806,26,36,18,31,3,18,23
Herb_Bag_11807,19,6,13,17,9,13,16
Herb_Bag_11808,23,14,27,4,14,14,3
Herb_Bag_11809,16,34,29,34,15,15,0
Herb_Bag_11810,27,32,26,24,13,25,23
Herb_Bag_11811,24,19,18,25,8,17,10
Herb_Bag_11812,17,34,17,7,4,22,27
Herb_Bag_11813,17,26,19,36,8,27,19
Herb_Bag_11814,17,9,17,15,16,14,25
Herb_Bag_11815,12,24,13,14,6,18,19
Herb_Bag_11816,38,21,25,26,14,14,18
Herb_Bag_11817,27,25,29,16,12,15,8
Herb_Bag_11818,9,23,18,8,12,23,14
Herb_Bag_11819,19,10,17,0,10,25,18
Herb_Bag_11820,20,20,19,28,7,18,11
Herb_Bag_11821,14,36,24,43,15,14,14
Herb_Bag_11822,29,19,25,16,8,27,21
Herb_Bag_11823,29,1,29,32,15,24,16
Herb_Bag_11824,8,25,25,17,16,24,14
Herb_Bag_11825,26,39,25,35,12,21,13
Herb_Bag_11826,23,29,29,36,6,21,11
Herb_Bag_11827,20,20,25,14,8,27,13
Herb_Bag_11828,11,38,19,24,0,7,5
Herb_Bag_11829,21,19,28,35,13,16,8
Herb_Bag_11830,17,18,21,22,10,20,21
Herb_Bag_11831,27,20,27,21,9,0,14
Herb_Bag_11832,22,25,18,26,19,24,21
Herb_Bag_11833,27,7,9,37,7,20,13
Herb_Bag_11834,26,12,17,18,4,19,6
Herb_Bag_11835,20,28,19,34,9,19,13
Herb_Bag_11836,24,18,17,41,12,11,17
Herb_Bag_11837,26,17,18,34,10,19,11
Herb_Bag_11838,5,50,25,10,5,10,12
Herb_Bag_11839,16,18,15,21,10,32,15
Herb_Bag_11840,19,13,16,15,17,18,16
Herb_Bag_11841,14,36,22,40,6,40,13
Herb_Bag_11842,26,34,21,0,8,14,15
Herb_Bag_11843,16,3,19,34,7,11,22
Herb_Bag_11844,21,36,22,10,12,30,16
Herb_Bag_11845,20,46,20,4,14,6,23
Herb_Bag_11846,30,12,26,35,15,4,13
Herb_Bag_11847,19,35,25,31,11,23,14
Herb_Bag_11848,13,35,16,0,7,19,12
Herb_Bag_11849,21,26,24,20,0,27,10
Herb_Bag_11850,29,30,26,31,12,21,14
Herb_Bag_11851,8,13,24,19,12,24,16
Herb_Bag_11852,21,31,18,12,19,13,11
Herb_Bag_11853,18,15,13,14,14,19,9
Herb_Bag_11854,20,15,17,20,6,20,5
Herb_Bag_11855,16,23,12,27,21,32,9
Herb_Bag_11856,25,25,17,12,13,21,11
Herb_Bag_11857,16,40,14,21,5,17,13
Herb_Bag_11858,23,23,27,22,11,20,5
Herb_Bag_11859,6,9,28,34,16,18,16
Herb_Bag_11860,27,32,17,29,17,18,12
Herb_Bag_11861,19,11,17,13,11,29,13
Herb_Bag_11862,19,17,30,47,10,27,14
Herb_Bag_11863,25,15,19,19,0,25,16
Herb_Bag_11864,17,36,17,31,16,15,2
Herb_Bag_11865,22,27,19,14,9,12,23
Herb_Bag_11866,30,28,20,32,10,24,32
Herb_Bag_11867,22,29,18,22,13,21,12
Herb_Bag_11868,4,31,31,22,9,18,12
Herb_Bag_11869,17,36,15,37,9,9,10
Herb_Bag_11870,20,29,26,17,6,25,21
Herb_Bag_11871,16,30,21,22,8,23,8
Herb_Bag_11872,25,14,23,10,14,28,12
Herb_Bag_11873,18,16,19,22,16,23,11
Herb_Bag_11874,13,10,23,26,16,8,19
Herb_Bag_11875,12,5,24,46,8,0,10
Herb_Bag_11876,19,15,21,28,18,14,13
Herb_Bag_11877,23,26,33,40,9,28,14
Herb_Bag_11878,18,35,23,22,3,16,13
Herb_Bag_11879,16,21,17,22,14,32,12
Herb_Bag_11880,22,31,25,7,14,19,15
Herb_Bag_11881,11,2,21,35,14,23,25
Herb_Bag_11882,15,22,23,21,8,16,21
Herb_Bag_11883,14,16,26,29,17,22,25
Herb_Bag_11884,21,24,21,23,11,23,12
Herb_Bag_11885,8,20,21,20,17,5,17
Herb_Bag_11886,23,27,30,25,16,13,13
Herb_Bag_11887,22,29,16,11,0,28,23
Herb_Bag_11888,21,32,26,40,9,28,18
Herb_Bag_11889,21,14,29,13,6,17,14
Herb_Bag_11890,32,23,16,17,14,25,11
Herb_Bag_11891,16,22,14,2,8,17,5
Herb_Bag_11892,20,38,8,36,5,24,19
Herb_Bag_11893,12,28,19,7,12,22,8
Herb_Bag_11894,12,20,19,26,19,16,10
Herb_Bag_11895,11,15,19,22,3,25,12
Herb_Bag_11896,20,12,35,26,0,23,21
Herb_Bag_11897,21,30,23,29,0,22,10
Herb_Bag_11898,22,1,20,27,6,31,10
Herb_Bag_11899,18,26,23,34,8,10,13
Herb_Bag_11900,12,21,19,18,11,15,21
Herb_Bag_11901,21,36,21,22,12,25,13
Herb_Bag_11902,13,13,26,27,11,32,10
Herb_Bag_11903,19,16,21,12,9,21,9
Herb_Bag_11904,23,21,17,38,14,21,11
Herb_Bag_11905,19,27,10,12,9,37,19
Herb_Bag_11906,12,14,31,18,12,16,15
Herb_Bag_11907,13,27,7,18,7,20,26
Herb_Bag_11908,34,22,21,31,18,6,0
Herb_Bag_11909,20,0,21,11,20,16,4
Herb_Bag_11910,26,30,19,24,3,26,16
Herb_Bag_11911,3,27,15,43,12,14,7
Herb_Bag_11912,14,30,16,17,13,10,21
Herb_Bag_11913,27,31,18,22,14,6,10
Herb_Bag_11914,25,16,10,20,10,26,14
Herb_Bag_11915,15,27,21,7,3,21,11
Herb_Bag_11916,20,27,17,14,17,0,6
Herb_Bag_11917,8,18,33,48,11,22,12
Herb_Bag_11918,18,24,16,42,18,25,16
Herb_Bag_11919,14,27,18,1,5,11,12
Herb_Bag_11920,16,15,15,36,3,13,13
Herb_Bag_11921,7,22,13,8,16,9,10
Herb_Bag_11922,21,31,36,5,4,18,19
Herb_Bag_11923,28,19,25,36,2,22,13
Herb_Bag_11924,15,20,13,29,5,12,17
Herb_Bag_11925,26,23,30,35,3,15,13
Herb_Bag_11926,10,21,12,8,6,4,11
Herb_Bag_11927,9,32,13,26,13,12,8
Herb_Bag_11928,11,4,13,34,14,23,9
Herb_Bag_11929,24,26,24,7,12,23,16
Herb_Bag_11930,21,3,13,16,5,21,22
Herb_Bag_11931,25,18,23,24,6,20,17
Herb_Bag_11932,14,28,18,15,1,3,10
Herb_Bag_11933,27,18,11,12,15,17,15
Herb_Bag_11934,13,26,19,33,3,15,14
Herb_Bag_11935,25,27,20,8,11,13,4
Herb_Bag_11936,22,24,11,29,4,5,11
Herb_Bag_11937,31,21,18,31,14,4,22
Herb_Bag_11938,18,23,15,26,5,12,24
Herb_Bag_11939,20,20,23,34,6,16,9
Herb_Bag_11940,22,1,29,7,5,31,16
Herb_Bag_11941,28,24,15,17,12,10,14
Herb_Bag_11942,22,45,15,13,7,13,16
Herb_Bag_11943,24,39,21,34,10,26,23
Herb_Bag_11944,17,15,26,30,14,22,16
Herb_Bag_11945,21,27,15,28,14,26,23
Herb_Bag_11946,17,22,25,20,12,14,8
Herb_Bag_11947,19,21,27,23,7,26,6
Herb_Bag_11948,18,27,14,22,11,27,17
Herb_Bag_11949,21,3,16,21,16,20,11
Herb_Bag_11950,14,23,20,3,12,33,18
Herb_Bag_11951,13,16,23,17,1,12,15
Herb_Bag_11952,19,22,15,0,11,14,16
Herb_Bag_11953,22,27,19,35,15,25,17
Herb_Bag_11954,7,28,16,26,10,24,0
Herb_Bag_11955,17,28,19,12,11,20,6
Herb_Bag_11956,21,32,15,32,9,27,20
Herb_Bag_11957,20,31,24,15,19,12,12
Herb_Bag_11958,25,17,18,16,0,16,13
Herb_Bag_11959,19,28,18,39,15,16,19
Herb_Bag_11960,22,30,15,37,14,10,11
Herb_Bag_11961,8,2,21,21,16,30,17
Herb_Bag_11962,23,31,16,12,12,3,14
Herb_Bag_11963,26,15,26,0,13,20,14
Herb_Bag_11964,21,40,22,33,25,19,14
Herb_Bag_11965,28,20,21,31,17,17,23
Herb_Bag_11966,19,21,20,29,2,20,10
Herb_Bag_11967,12,29,13,47,12,15,17
Herb_Bag_11968,34,13,25,50,14,23,14
Herb_Bag_11969,26,11,31,13,13,18,20
Herb_Bag_11970,16,28,18,11,11,16,26
Herb_Bag_11971,14,24,14,15,11,15,15
Herb_Bag_11972,13,25,26,4,5,23,15
Herb_Bag_11973,17,0,23,22,14,0,20
Herb_Bag_11974,14,25,24,5,9,10,18
Herb_Bag_11975,18,26,11,11,14,25,21
Herb_Bag_11976,14,16,14,33,13,27,11
Herb_Bag_11977,26,1,16,0,14,22,4
Herb_Bag_11978,23,36,17,24,6,21,19
Herb_Bag_11979,15,21,21,26,17,14,12
Herb_Bag_11980,15,26,23,33,9,23,12
Herb_Bag_11981,29,14,25,36,17,24,13
Herb_Bag_11982,24,29,18,25,19,14,13
Herb_Bag_11983,34,30,26,30,4,28,14
Herb_Bag_11984,12,20,19,29,8,23,22
Herb_Bag_11985,18,21,27,18,15,26,11
Herb_Bag_11986,10,17,23,23,8,14,18
Herb_Bag_11987,10,20,10,27,15,21,13
Herb_Bag_11988,17,32,11,22,7,19,2
Herb_Bag_11989,8,44,18,13,20,16,11
Herb_Bag_11990,18,21,26,20,12,25,7
Herb_Bag_11991,18,31,13,33,6,16,11
Herb_Bag_11992,19,24,25,17,9,3,12
Herb_Bag_11993,11,23,9,26,6,12,16
Herb_Bag_11994,17,36,19,40,8,29,11
Herb_Bag_11995,17,31,16,41,16,7,6
Herb_Bag_11996,27,41,22,27,5,22,17
Herb_Bag_11997,31,12,17,10,14,4,22
Herb_Bag_11998,38,26,14,5,20,15,14
Herb_Bag_11999,0,34,14,15,11,33,3
Herb_Bag_12000,32,21,15,40,13,23,15
Herb_Bag_12001,22,29,16,22,12,6,5
Herb_Bag_12002,22,24,21,18,11,18,8
Herb_Bag_12003,15,41,27,22,10,12,18
Herb_Bag_12004,13,38,17,26,2,20,15
Herb_Bag_12005,23,22,18,47,10,10,10
Herb_Bag_12006,21,30,32,33,13,16,8
Herb_Bag_12007,19,29,29,16,14,9,15
Herb_Bag_12008,22,6,20,23,4,7,13
Herb_Bag_12009,17,18,22,33,9,8,12
Herb_Bag_12010,21,46,23,37,10,14,12
Herb_Bag_12011,24,35,21,6,11,23,19
Herb_Bag_12012,13,29,20,31,19,27,0
Herb_Bag_12013,31,33,27,33,10,20,15
Herb_Bag_12014,21,10,20,31,11,17,28
Herb_Bag_12015,16,18,8,29,16,24,10
Herb_Bag_12016,17,16,15,12,6,13,10
Herb_Bag_12017,19,27,18,24,7,29,18
Herb_Bag_12018,17,34,23,46,8,42,16
Herb_Bag_12019,34,16,24,11,11,28,13
Herb_Bag_12020,32,0,22,20,6,9,10
Herb_Bag_12021,19,27,15,28,17,18,18
Herb_Bag_12022,13,7,19,11,16,29,15
Herb_Bag_12023,21,20,16,30,10,10,17
Herb_Bag_12024,15,21,20,15,6,31,13
Herb_Bag_12025,24,33,20,20,16,19,8
Herb_Bag_12026,18,19,26,41,8,12,16
Herb_Bag_12027,17,11,14,19,9,22,15
Herb_Bag_12028,15,23,15,14,8,26,10
Herb_Bag_12029,14,28,13,61,12,32,15
Herb_Bag_12030,20,36,21,28,7,17,25
Herb_Bag_12031,25,4,16,0,13,19,10
Herb_Bag_12032,14,14,22,40,5,31,7
Herb_Bag_12033,19,35,22,31,21,27,13
Herb_Bag_12034,25,25,9,29,18,26,11
Herb_Bag_12035,12,41,21,37,5,34,8
Herb_Bag_12036,16,19,21,2,6,18,10
Herb_Bag_12037,20,10,28,17,15,28,20
Herb_Bag_12038,13,21,18,37,3,20,17
Herb_Bag_12039,14,10,15,20,2,10,16
Herb_Bag_12040,26,4,29,35,0,14,25
Herb_Bag_12041,17,22,28,17,20,24,24
Herb_Bag_12042,17,16,16,27,14,14,6
Herb_Bag_12043,17,30,21,6,10,15,17
Herb_Bag_12044,19,21,9,23,10,10,16
Herb_Bag_12045,16,25,23,13,11,11,10
Herb_Bag_12046,24,19,22,28,9,20,15
Herb_Bag_12047,26,12,26,10,4,23,18
Herb_Bag_12048,31,25,22,7,7,12,10
Herb_Bag_12049,26,26,22,12,6,26,24
Herb_Bag_12050,22,31,21,21,12,18,14
Herb_Bag_12051,11,26,22,23,9,16,14
Herb_Bag_12052,22,9,21,42,10,18,9
Herb_Bag_12053,27,33,28,31,13,19,3
Herb_Bag_12054,26,5,17,3,10,21,11
Herb_Bag_12055,12,17,27,41,0,11,20
Herb_Bag_12056,21,36,15,16,0,23,12
Herb_Bag_12057,18,18,19,25,16,10,15
Herb_Bag_12058,26,0,23,22,13,20,4
Herb_Bag_12059,5,18,24,20,0,25,24
